1st Order Form Execution Date,1st Order Form Execution Date (Start Date),Abbreviated Name,Account Manager,Account Manager EMAIL Address,Account Manager Phone Number,Address Line 1,Address Line 1 (e.g. 123 ABC St.),Address Line 2,Address Line 2 (e.g. Apt 202),Billing Address 1,Billing Address 2,Billing City,Billing Contact,Billing Country,Billing Email,Billing First Name,Billing Last Name,Billing Notes,Billing Phone,Billing State,Billing Title,Billing Zip Code,City,Committment Amount,Company,Company Category,Company Description,Company Name,Company Name/DBA,Company Status,Cost Structure,Country,Customer End Category,Customer End Date,Customer Start Date,Description,Dynamic Template,EIN Number,First Order Form Execution Date (Start Date),First Placement Onboard Date,House Account,Industry,Investor,Investor Category,Investor Code,Investor Credit Amount,Investor Credit Remaining Amount,Investor Round,Investor Status,Investor Type,Late Fee Applies,Late Fee Rate (%),Lead Source,Legal Address 1,Legal Address 2,Legal Name,LinkedIn,Mailing Address 1,Mailing Address 2,NAICS Code,No Credit Investor,Non-Taxable,Payment Terms,Phone Manager,Phone Number,Phone Number (e.g. 123-456-7890 Ext 000),Preferred Payment Method,Public/Private,Referral Code,Referral Fee Amount,Referral Partner Category,Related Investor,Sales Representative,Special Contract Terms,State,Status,Stock Ticker,Sub-Industry,Support Email Address,Support Phone Number,Tax ID,Termination Notification Date,Termination Notification Date (End Date),Website,Zip Code,Entity_Type_ID,Entity_Type_Name,Entity_ID,Owned_by_SAM,Owned_by_Display_Name,Own_Datetime,Created_by_SAM,Created_by_Display_Name,Created_Datetime,Modified_by_Sam,Modified_by_Display_Name,Modified_Datetime,Assigned_to_Sam,Assigned_to_Display_Name,Assign_Datetime,Is_Active,CITY_EXD_OBJECT_ID,COMPANY_CATEGORY_EXD_OBJECT_ID,COUNTRY_EXD_OBJECT_ID,INDUSTRY_EXD_OBJECT_ID,STATE_EXD_OBJECT_ID,BILLING_CONTACT_EXD_OBJECT_ID,DYNAMIC_TEMPLATE_EXD_OBJECT_ID,COMPANY_EXD_OBJECT_ID,INVESTOR_CATEGORY_EXD_OBJECT_ID,INVESTOR_EXD_OBJECT_ID,INVESTOR_TYPE_EXD_OBJECT_ID,LEAD_SOURCE_EXD_OBJECT_ID,RELATED_INVESTOR_EXD_OBJECT_ID,SALES_REPRESENTATIVE_EXD_OBJECT_ID,SUB-INDUSTRY_EXD_OBJECT_ID,REFERRAL_CODE_EXD_OBJECT_ID,CUSTOMER_END_CATEGORY_EXD_OBJECT_ID,Own_Datetime Date,Own_Datetime Year,Own_Datetime Month,Own_Datetime Quarter,Own_Datetime YearMonth,Own_Datetime YearQuarter,Own_Datetime DateRange,Own_Datetime WeekNumber,Own_Datetime Week,Own_Datetime MonthSince,Own_Datetime WeekSince,Own_Datetime DaySince,Own_Datetime MonthsSinceCat,Modified_Datetime Date,Modified_Datetime Year,Modified_Datetime Month,Modified_Datetime Quarter,Modified_Datetime YearMonth,Modified_Datetime YearQuarter,Modified_Datetime DateRange,Modified_Datetime WeekNumber,Modified_Datetime Week,Modified_Datetime MonthSince,Modified_Datetime WeekSince,Modified_Datetime DaySince,Modified_Datetime MonthsSinceCat,Assign_Datetime Date,Assign_Datetime Year,Assign_Datetime Month,Assign_Datetime Quarter,Assign_Datetime YearMonth,Assign_Datetime YearQuarter,Assign_Datetime DateRange,Assign_Datetime WeekNumber,Assign_Datetime Week,Assign_Datetime MonthSince,Assign_Datetime WeekSince,Assign_Datetime DaySince,Assign_Datetime MonthsSinceCat,1ST_ORDER_FORM_EXECUTION_DATE Date,1ST_ORDER_FORM_EXECUTION_DATE Year,1ST_ORDER_FORM_EXECUTION_DATE Month,1ST_ORDER_FORM_EXECUTION_DATE Quarter,1ST_ORDER_FORM_EXECUTION_DATE YearMonth,1ST_ORDER_FORM_EXECUTION_DATE YearQuarter,1ST_ORDER_FORM_EXECUTION_DATE DateRange,1ST_ORDER_FORM_EXECUTION_DATE WeekNumber,1ST_ORDER_FORM_EXECUTION_DATE Week,1ST_ORDER_FORM_EXECUTION_DATE MonthSince,1ST_ORDER_FORM_EXECUTION_DATE WeekSince,1ST_ORDER_FORM_EXECUTION_DATE DaySince,1ST_ORDER_FORM_EXECUTION_DATE MonthsSinceCat,CUSTOMER_END_DATE Date,CUSTOMER_END_DATE Year,CUSTOMER_END_DATE Month,CUSTOMER_END_DATE Quarter,CUSTOMER_END_DATE YearMonth,CUSTOMER_END_DATE YearQuarter,CUSTOMER_END_DATE DateRange,CUSTOMER_END_DATE WeekNumber,CUSTOMER_END_DATE Week,CUSTOMER_END_DATE MonthSince,CUSTOMER_END_DATE WeekSince,CUSTOMER_END_DATE DaySince,CUSTOMER_END_DATE MonthsSinceCat,CUSTOMER_START_DATE Date,CUSTOMER_START_DATE Year,CUSTOMER_START_DATE Month,CUSTOMER_START_DATE Quarter,CUSTOMER_START_DATE YearMonth,CUSTOMER_START_DATE YearQuarter,CUSTOMER_START_DATE DateRange,CUSTOMER_START_DATE WeekNumber,CUSTOMER_START_DATE Week,CUSTOMER_START_DATE MonthSince,CUSTOMER_START_DATE WeekSince,CUSTOMER_START_DATE DaySince,CUSTOMER_START_DATE MonthsSinceCat,FIRST_PLACEMENT_ONBOARD_DATE Date,FIRST_PLACEMENT_ONBOARD_DATE Year,FIRST_PLACEMENT_ONBOARD_DATE Month,FIRST_PLACEMENT_ONBOARD_DATE Quarter,FIRST_PLACEMENT_ONBOARD_DATE YearMonth,FIRST_PLACEMENT_ONBOARD_DATE YearQuarter,FIRST_PLACEMENT_ONBOARD_DATE DateRange,FIRST_PLACEMENT_ONBOARD_DATE WeekNumber,FIRST_PLACEMENT_ONBOARD_DATE Week,FIRST_PLACEMENT_ONBOARD_DATE MonthSince,FIRST_PLACEMENT_ONBOARD_DATE WeekSince,FIRST_PLACEMENT_ONBOARD_DATE DaySince,FIRST_PLACEMENT_ONBOARD_DATE MonthsSinceCat,TERMINATION_NOTIFICATION_DATE Date,TERMINATION_NOTIFICATION_DATE Year,TERMINATION_NOTIFICATION_DATE Month,TERMINATION_NOTIFICATION_DATE Quarter,TERMINATION_NOTIFICATION_DATE YearMonth,TERMINATION_NOTIFICATION_DATE YearQuarter,TERMINATION_NOTIFICATION_DATE DateRange,TERMINATION_NOTIFICATION_DATE WeekNumber,TERMINATION_NOTIFICATION_DATE Week,TERMINATION_NOTIFICATION_DATE MonthSince,TERMINATION_NOTIFICATION_DATE WeekSince,TERMINATION_NOTIFICATION_DATE DaySince,TERMINATION_NOTIFICATION_DATE MonthsSinceCat,ENTITY_URL
,,Yara Okafor,Omar Sato,,,LOT-3900,LOT-2295,TAG-7874,,,,,,,avery.dorsey@examplecorp.test,,,,,TAG-8981,,"173,566",REF-8488,,,Referral Partner,Resolved the outstanding question about scope.,Blue Ridge Robotics Ltd,Brightpath Ventures LLP,Active,Gamma,Mexico,,,,Aligned on billing and renewal terms.,Enterprise,,,,N,Agriculture,,,,,,,,Gamma,,,Partner,REF-5106,TAG-2301,Liam Ashby,SKU-9176,LOT-6175,LOT-2003,,,,Other,,REF-8542,TAG-3803,,Beta,,,,,Avery Ford,,Florida,N,,REF-3793,,,,,,REF-4702,590,100001,Company,100436,jordan.ivanov@acme-fake.test,Fatima Ford,2024-08-22 00:28:00,avery.costa@sampleco.test,Morgan Dorsey,2024-05-12 16:46:00,riley.sloan@sampleco.test,Chen Patel,2025-09-03 00:37:00,fatima.brooks@examplecorp.test,,2025-09-09 16:21:00,Y,,100001,100001,100001,100001,100001,100001,100001,,100001,,100001,100001,100001,100001,100001,100001,2022-11-30 04:41:00,110,240,Gamma,Alpha,Beta,REF-7491,3597,6427,1759,8153,86,Standard,2024-05-26 05:34:00,8239,2298,Gamma,Delta,Beta,Standard,5840,5786,9429,193,6613,Delta,2023-09-26 07:27:00,,,Delta,,,,,,,,,,2023-05-21,,5809,,,Alpha,TAG-2580,,,,2412,,,2025-06-29,,,,,,,,6801,,5519,,,2024-01-20,,,Gamma,,,,,,,,,Gamma,2023-03-17,1972,,,,,,,,,,,,2025-02-23,,,,,,,,,,,,,Resolved the outstanding question about scope.
,,Priya Haddad,Quinn Garcia,,,REF-9544,LOT-3479,,,,,,,,noah.reyes@demomail.test,,,,REF-3632,,,"25,219",TAG-9007,,Delta,Prospect,Aligned on billing and renewal terms.,Granite Financial Inc,Blue Ridge Industries Ltd,Inactive,Beta,Philippines,,,,Resolved the outstanding question about scope.,Renewal,,,,N,Education,,,,,,,,,,,Partner,TAG-4374,SKU-7082,Elena Cohen,LOT-4683,LOT-4255,,9224,,,Other,,TAG-3328,TAG-8455,,,,,,,Nina Brooks,,Washington,Y,,LOT-5906,,,,,,,3888,100001,Company,100438,liam.nguyen@acme-fake.test,Aisha Brooks,2023-11-09 21:10:00,avery.dorsey@examplecorp.test,Quinn Ashby,2024-10-16 02:10:00,arjun.ivanov@sampleco.test,Chen Rossi,2025-08-09 06:01:00,elena.vance@sampleco.test,,2022-12-23 13:30:00,N,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,2025-02-06 08:55:00,4056,6807,Delta,Delta,Standard,SKU-4775,6932,8652,5734,1154,8219,Standard,2023-10-19 16:26:00,1989,4484,Beta,Alpha,Alpha,Other,9403,5740,5980,5042,3300,Beta,2026-01-28 01:34:00,,,,,,,8624,,,,,,2024-06-19,,4390,,,,,,,1252,,,,2022-10-05,,,,,SKU-1685,,,,,,,,2025-11-30,,4867,Alpha,,,SKU-5796,7062,,,,,Beta,2024-02-26,,497,,,,,,,,,,,2025-05-13,,6989,,REF-5253,,,,,,,,,Followed up on the open items from last week.
TAG-1433,,Drew Sato,Yara Okafor,,,SKU-2581,TAG-8145,TAG-1010,LOT-8613,SKU-5305,,,LOT-2653,Beta,alex.sloan@sampleco.test,,Yara Silva,,REF-7454,,Sofia Larsson,,REF-3583,"114,917",,Active Customer,Scheduled a check-in for the coming month.,Harbor Dynamics LLC,Atlas Ventures,Active,Gamma,India,,,,Aligned on billing and renewal terms.,SMB,,,,Y,Construction,,Other,,"35,018",,,,,,,Referral,REF-3413,,Mei Sloan,TAG-2635,SKU-8788,LOT-6294,,,,Other,,TAG-2956,TAG-9505,,Gamma,,,,,Noah Sato,,Washington,N,,SKU-1432,,,,,,REF-1776,6803,100001,Company,100439,liam.mercer@acme-fake.test,Diego Calder,2022-10-11 07:21:00,liam.larsson@acme-fake.test,Nina Dorsey,2023-02-10 20:24:00,morgan.whitfield@acme-fake.test,Yara Dorsey,2026-01-12 11:41:00,diego.brooks@demomail.test,,2023-07-20 12:34:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,100001,100001,100001,,100001,2025-04-23 23:31:00,6528,4224,Other,Delta,Alpha,TAG-7825,9715,8770,5792,3880,2701,Standard,2024-01-27 18:15:00,4419,4637,Alpha,Gamma,Gamma,Other,8068,3650,2379,8075,6105,Standard,2022-10-15 02:47:00,,,,,,LOT-4593,,,444,,,,2024-09-22,,,,REF-5598,,,,513,,9647,,,2024-01-18,,,,,,,8295,,798,,,Delta,2025-11-21,,,,,,,,,,,,Alpha,2025-03-20,,,,,,,,,,711,,,2025-02-17,,,,,,,,,,,,,Reviewed performance and gathered feedback.
SKU-2984,,Mei Whitfield,Riley Mercer,,,,,,TAG-9368,,,,,,fatima.vance@examplecorp.test,,,,,,,"180,890",,,,Past Customer,Aligned on billing and renewal terms.,Evergreen Partners Group,Summit Dynamics LLC,Active,Gamma,Australia,,,,Followed up on the open items from last week.,Enterprise,,,,Y,Technology,,,,,,,,,,,Partner,,TAG-4903,Riley Blake,REF-3903,LOT-9099,,,,,,,TAG-2780,LOT-3464,,Alpha,,,,,Liam Calder,,Arizona,N,,SKU-5494,,,,,,TAG-1858,,100001,Company,100441,nina.whitfield@examplecorp.test,Skyler Mercer,2023-09-13 12:36:00,aisha.dorsey@examplecorp.test,Sofia Blake,2025-06-13 04:52:00,elena.blake@demomail.test,Chen Larsson,2024-11-29 02:26:00,rowan.nguyen@examplecorp.test,,2025-11-28 19:26:00,N,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,,100001,2023-12-20 18:36:00,8405,5839,Other,Other,Alpha,LOT-5178,2976,2303,609,3773,818,Delta,2026-03-31 23:12:00,8931,1383,Delta,Other,Other,Gamma,4535,3677,2635,5681,823,Delta,2026-03-14 09:23:00,,,Alpha,,,,,,62,,,,2024-03-01,,7348,,,,,,,7237,,,,2026-05-13,,7785,,LOT-1732,,,,4592,,,,,2025-12-06,8191,,,,,,,,,,421,,2024-10-08,,,,,,,,,,,,,2025-09-21,,,,,,,,,,,,,Discussed timeline and next steps with the account.
,,Morgan Patel,Chen Okafor,,,REF-3883,SKU-5977,,,,REF-1372,LOT-7346,,,jordan.patel@demomail.test,,Casey Sloan,,,TAG-6371,,,SKU-2551,,,Past Customer,Discussed timeline and next steps with the account.,Atlas Industries Corp,Evergreen Dynamics Co,Active,Other,United Kingdom,,,,Discussed timeline and next steps with the account.,SMB,,SKU-7239,LOT-7497,N,Healthcare,,,,,,,,Delta,,,Website,LOT-3901,LOT-9754,Rahul Brooks,LOT-3825,REF-4498,TAG-1449,,,,Delta,,REF-7989,,,Delta,,,,,Rowan Silva,,Colorado,Y,,SKU-4099,,,,,,REF-9830,2720,100001,Company,100442,mei.silva@sampleco.test,Taylor Silva,2025-07-20 11:44:00,rowan.mercer@sampleco.test,Rowan Reyes,2023-06-13 23:43:00,quinn.calder@examplecorp.test,Skyler Dorsey,2023-08-28 15:08:00,quinn.calder@acme-fake.test,,2023-10-14 11:37:00,Y,,100001,100001,100001,,,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,2023-07-01 07:24:00,232,5226,Standard,Other,Alpha,LOT-1653,8088,16,6121,1859,6178,Standard,2023-05-11 13:14:00,4383,2745,Beta,Delta,Alpha,Alpha,1987,3966,9761,4478,2142,Beta,2024-09-07 15:31:00,,,,,,LOT-4504,,3667,,8442,,,2025-03-08,,,Alpha,,,,4963,,,5862,,,2023-04-23,,,,,,,,,,9795,,,2023-12-12,,,,,,,,,,,,,2026-03-05,,,,,Beta,,,,,,,,2023-08-18,8604,,,,,TAG-3203,,,,,,,Noted a concern to revisit at the next sync.
,,Yara Mercer,Alex Okafor,,,SKU-9779,LOT-8607,LOT-2933,SKU-3804,,,,,Delta,avery.calder@examplecorp.test,Emerson Whitfield,Mei Okafor,,TAG-6475,,Quinn Sato,"174,826",TAG-1438,,,Active Customer,Resolved the outstanding question about scope.,Granite Media,Lakeside Industries Corp,Active,Other,India,Delta,,,Resolved the outstanding question about scope.,New Logo,,,,Y,Energy,,Other,,,,,Y,,,,LinkedIn,REF-3699,LOT-2840,Jordan Reyes,REF-7701,,REF-4986,5636,,,Beta,,SKU-4474,TAG-9901,,,,,,,Avery Sato,,Florida,N,,SKU-3790,,,,,,LOT-2506,8005,100001,Company,100445,liam.dorsey@demomail.test,Priya Rossi,2025-08-15 06:56:00,nina.kim@demomail.test,Aisha Patel,2025-05-09 08:26:00,noah.vance@sampleco.test,Noah Dorsey,2025-11-25 21:46:00,riley.sato@sampleco.test,,2024-06-11 22:41:00,N,100001,100001,,100001,100001,100001,100001,100001,100001,,,100001,,100001,100001,,100001,2023-04-22 19:28:00,6994,4215,Other,Beta,Other,REF-2935,5689,2021,9863,7878,8531,Standard,2024-09-10 21:41:00,2471,5680,Beta,Delta,Standard,Beta,1020,5968,5072,7270,8731,Delta,2023-04-01 10:38:00,3462,,,,,SKU-4424,,,,,7425,,2023-05-30,5093,,,,,,,,,,,,2024-12-27,,,,,,,,,,,,,2023-12-25,,,Delta,,,,,,,,,,2023-10-12,,,,,,,,,,,4656,,2026-01-15,5286,,,,,,,,,,,,Scheduled a check-in for the coming month.
,,Emerson Vance,Priya Okafor,,,SKU-7702,,SKU-9313,TAG-5033,,,,,,liam.garcia@sampleco.test,Rowan Costa,,,,,Drew Mensah,,SKU-5649,,,Active Customer,Aligned on billing and renewal terms.,Brightpath Energy Co,Brightpath Manufacturing LLP,Active,Alpha,Canada,,,,Discussed timeline and next steps with the account.,SMB,,,,N,Telecommunications,,Gamma,,,,,,,,,Cold Outreach,SKU-8245,,Emerson Mercer,LOT-2203,,,,,,Beta,,TAG-8873,LOT-3467,,Delta,,,,,Emerson Patel,,Arizona,Y,,TAG-8345,,,,,,TAG-3880,5946,100001,Company,100446,jordan.haddad@examplecorp.test,Drew Ashby,2024-01-18 11:52:00,mei.okafor@demomail.test,Arjun Calder,2025-02-16 10:07:00,jordan.calder@demomail.test,Omar Blake,2024-03-10 14:19:00,marco.ivanov@examplecorp.test,,2024-01-15 18:16:00,Y,,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,2022-10-09 21:28:00,1745,778,Other,Gamma,Gamma,SKU-3224,777,8836,2193,4378,4700,Gamma,2025-06-08 22:21:00,5639,9431,Beta,Delta,Other,Beta,4005,4301,1548,6924,704,Gamma,2026-01-02 18:06:00,,,Alpha,,Beta,,,,,,,Other,2025-03-11,,,,,,,,,,,,Standard,2024-11-02,,,,,,,,,,,,Delta,2025-05-29,,,,,Standard,REF-7240,,4904,,2436,,,2023-07-08,,,,,,,,,,7408,,Delta,2026-03-16,,,,,,REF-8084,,,,,,,Aligned on billing and renewal terms.
SKU-5778,,Morgan Mercer,Morgan Vance,,,TAG-3985,REF-9010,,SKU-1880,LOT-2014,,,,,emerson.kim@examplecorp.test,Jamie Okafor,Emerson Patel,,,,,"207,574",REF-7949,,,Past Customer,Discussed timeline and next steps with the account.,Falcon Energy Ltd,Cardinal Solutions Group,Active,,United States,,,,Shared the updated proposal for review.,SMB,,,,N,Construction,,,,,,,,,,,Referral,LOT-7043,REF-1243,Elena Garcia,TAG-7193,,,,,,Standard,,SKU-2965,REF-8209,,Other,,,,,Alex Ashby,,Colorado,N,,LOT-1001,,,,,,TAG-5041,2171,100001,Company,100448,alex.reyes@examplecorp.test,Mei Silva,2025-05-16 07:52:00,marco.ivanov@acme-fake.test,Chen Silva,2022-11-23 05:47:00,rahul.cohen@demomail.test,Quinn Whitfield,2025-06-11 22:35:00,priya.okafor@examplecorp.test,Diego Mensah,2025-10-20 22:19:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,100001,2022-11-14 05:50:00,7403,4453,Other,Gamma,Other,SKU-4849,7041,8968,5868,3746,9616,Standard,2025-02-12 00:31:00,5524,8313,Alpha,Standard,Standard,Beta,7095,4282,5047,1869,2211,Gamma,2023-06-10 00:13:00,7886,,,,,SKU-7310,,,,,6741,,2026-03-19,,,,,,,,6110,,,,Other,2025-04-26,,,,,,,,,,,,,2022-12-13,,,,,,,,,,,,,2025-11-23,6795,,,,Gamma,,,,,8097,,,2025-04-15,,,,,,,,,,,,,Resolved the outstanding question about scope.
,,Priya Rossi,Skyler Haddad,,,TAG-2103,REF-3237,LOT-7196,,LOT-8133,,,REF-6285,,alex.ashby@demomail.test,,,,,,,,,,,Active Customer,Reviewed performance and gathered feedback.,Redwood Analytics Inc,Redwood Financial LLC,Active,Alpha,Mexico,,,,Reviewed performance and gathered feedback.,Enterprise,,,,N,Manufacturing,,,,,,,,,,,Inbound Call,TAG-2624,TAG-5275,Morgan Blake,,SKU-9941,TAG-5349,,,,Delta,,LOT-1283,LOT-8350,,,,,,,Nina Vance,,California,N,,REF-2736,,,,SKU-2878,SKU-5253,SKU-6306,,100001,Company,100449,mei.cohen@demomail.test,Marco Calder,2023-03-24 01:58:00,jordan.vance@examplecorp.test,Arjun Calder,2024-01-04 09:17:00,quinn.brooks@acme-fake.test,Drew Reyes,2024-01-23 06:48:00,skyler.okafor@examplecorp.test,,2024-11-23 05:18:00,N,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,2026-06-07 04:01:00,444,3124,Delta,Gamma,Standard,REF-3789,2815,6078,9289,1798,7488,Standard,2023-03-26 04:04:00,6815,2358,Other,Delta,Other,Beta,2530,1759,5758,2805,5293,Alpha,2024-07-22 21:21:00,,,,,,,,,,1660,,,2025-10-28,,,,LOT-7660,,,,644,,,,,2025-07-22,,,,,,,,,1513,,,Standard,2024-03-09,,,,,Delta,,,,,,,,2023-07-03,,,Other,,,,,,,2466,,,2024-08-12,,,,,,,,,,,,,Resolved the outstanding question about scope.
,SKU-4095,Rahul Garcia,Jamie Rossi,,,LOT-8307,,SKU-2538,REF-6120,TAG-6672,TAG-9420,TAG-5280,,,priya.whitfield@sampleco.test,Jordan Rossi,,,REF-1251,,,,REF-8962,,,Prospect,Resolved the outstanding question about scope.,Cardinal Group LLP,Ironwood Solutions LLP,Active,Alpha,India,,,,Reviewed performance and gathered feedback.,New Logo,,,REF-1534,,Logistics,,,,,,,,,,,Partner,REF-5845,,Quinn Vance,SKU-1985,TAG-6592,TAG-7503,,,,Gamma,,LOT-4002,TAG-7268,,,,,,,Fatima Costa,,Illinois,N,,REF-2369,,,,,,SKU-8920,6155,100001,Company,100451,skyler.vance@sampleco.test,Avery Patel,2023-02-07 05:32:00,noah.ashby@acme-fake.test,Mei Patel,2024-11-29 04:52:00,yara.sato@examplecorp.test,Reese Sloan,2023-09-22 06:21:00,noah.brooks@demomail.test,,2024-11-14 12:45:00,N,100001,100001,100001,100001,,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,2022-10-01 20:25:00,6591,9938,Alpha,Beta,Standard,LOT-7280,709,6804,135,4950,1758,Standard,2022-10-30 13:19:00,2642,2338,Gamma,Beta,Gamma,Delta,169,9903,5664,1311,5489,Gamma,2022-12-30 03:51:00,,,,,,,,,,,,Gamma,2025-03-23,,,,,,,,,,,,,2022-12-23,,,,,,,,,,,,,2024-01-03,6318,,Alpha,REF-8942,,,,,,,,,2023-05-27,,1949,,SKU-2557,,,,,,,,Delta,2024-12-19,,,Standard,TAG-9218,,,7213,,,,,,Discussed timeline and next steps with the account.
,LOT-4305,Nina Blake,Sofia Sato,,,,REF-9753,,,,,SKU-3677,,,morgan.reyes@acme-fake.test,,,,,TAG-6557,,,REF-6520,,,Active Customer,Discussed timeline and next steps with the account.,Cobalt Manufacturing LLP,Evergreen Financial,Active,Delta,United Kingdom,,,,Resolved the outstanding question about scope.,SMB,,,,Y,Technology,,,,,,,,,,,Website,TAG-3380,LOT-9770,Jamie Nguyen,TAG-8173,REF-3490,TAG-2879,,,,Delta,,,REF-5808,,Gamma,,,,,Jordan Haddad,,Arizona,N,,SKU-9031,,,,,,SKU-4576,,100001,Company,100453,arjun.vance@acme-fake.test,Avery Patel,2024-11-09 19:55:00,liam.costa@examplecorp.test,Reese Ivanov,2023-01-12 14:12:00,diego.reyes@acme-fake.test,Marco Okafor,2024-04-05 05:42:00,nina.kim@demomail.test,Rahul Whitfield,2025-06-03 01:52:00,N,100001,100001,100001,100001,100001,100001,100001,100001,,100001,,,100001,100001,100001,100001,100001,2023-07-11 07:07:00,4448,1199,Alpha,Alpha,Other,TAG-5291,6669,9478,278,9358,5369,Beta,2024-06-01 06:31:00,8304,7406,Other,Standard,Standard,Other,3630,160,3142,7915,3912,Alpha,2026-07-19 10:17:00,,,Beta,,,,1263,,,,,,2024-06-01,2455,,Standard,SKU-6561,Beta,,,,,,,,2025-02-09,,,,,,,,,,,8002,,2026-07-27,,,,,,,,,,,,,2024-12-27,2418,,,,,,,,,,,,2026-01-25,,,,,,,,8526,5731,,,Other,Aligned on billing and renewal terms.
,,Yara Kim,Reese Blake,,,REF-1768,TAG-6793,LOT-2083,LOT-5271,,,SKU-6957,,,quinn.okafor@examplecorp.test,,Marco Rossi,,,,Sofia Sato,,REF-6658,,,Active Customer,Scheduled a check-in for the coming month.,Lakeside Partners LLP,Granite Industries Group,Inactive,Beta,Canada,,,TAG-4288,Shared the updated proposal for review.,New Logo,,,,Y,Healthcare,,,,"19,681",,Alpha,,,,,LinkedIn,SKU-5868,REF-8664,Emerson Ford,SKU-2308,SKU-9419,SKU-1663,7170,,,Standard,,LOT-4806,LOT-8826,,Other,,,,,Rowan Whitfield,,Texas,N,LOT-4453,SKU-2671,,,,,,TAG-9654,7920,100001,Company,100454,quinn.mercer@demomail.test,Diego Cohen,2023-10-23 21:32:00,mei.cohen@examplecorp.test,Emerson Whitfield,2026-02-09 13:16:00,morgan.sloan@demomail.test,Skyler Ford,2024-03-12 15:12:00,sofia.nguyen@demomail.test,,2026-05-17 09:48:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,,100001,100001,100001,100001,2025-06-18 19:24:00,1744,2339,Gamma,Other,Alpha,SKU-6571,5193,2357,4463,642,4846,Alpha,2026-05-05 04:26:00,463,4411,Gamma,Standard,Standard,Alpha,2132,3658,8056,4354,3152,Other,2023-07-03 07:51:00,,,,SKU-5831,,,,,,,,Alpha,2024-11-06,,,,,,TAG-9355,1953,5246,,,,,2022-12-27,,,,,,,,4341,,5932,8236,,2023-09-03,1103,,,,,TAG-2231,8652,,,,,,2025-01-22,,,,LOT-3121,,,,,,,,,2023-03-22,,,,,,,,5321,,,3923,,Resolved the outstanding question about scope.
,,Noah Garcia,Reese Calder,,,,REF-1729,,LOT-2617,,,LOT-3369,,Gamma,quinn.costa@sampleco.test,,,,REF-8359,LOT-7645,Drew Kim,,SKU-9955,,,Past Customer,Followed up on the open items from last week.,Evergreen Energy Inc,Keystone Labs LLC,Active,Gamma,Germany,,,SKU-4141,Reviewed performance and gathered feedback.,Renewal,,,REF-1472,Y,Real Estate,,,,,,,,,,,LinkedIn,LOT-8267,REF-6525,Quinn Blake,SKU-1499,LOT-9624,REF-6103,,,,,,SKU-6614,LOT-3275,,,,,,,Morgan Patel,,Texas,N,,TAG-2720,,,,,,REF-8388,8461,100001,Company,100457,mei.vance@examplecorp.test,Arjun Sloan,2024-08-27 19:53:00,riley.rossi@examplecorp.test,Drew Silva,2023-05-24 23:35:00,rowan.brooks@demomail.test,Riley Sloan,2025-11-20 17:15:00,riley.vance@sampleco.test,,2022-10-26 19:14:00,Y,100001,100001,100001,100001,100001,,100001,100001,100001,,,100001,,100001,100001,100001,100001,2022-10-07 07:42:00,3699,9479,Standard,Beta,Beta,TAG-3891,419,7600,2235,6208,1844,Alpha,2026-07-24 16:26:00,7254,2652,Alpha,Standard,Delta,Delta,3946,1811,2418,3095,9295,Gamma,2025-03-04 16:04:00,,,Other,,,,,,,,,,2023-07-15,,,,LOT-6503,,,,,,,,,2025-06-13,,,,,,,,,,,,,2022-12-04,,1995,,,,,,,,,,,2025-05-25,,1425,,,,,,,,,,,2023-11-17,,,,,SKU-9244,,,,,,,,Scheduled a check-in for the coming month.
